,y
29087,no
32935,no
44011,yes
32710,no
14571,no
43815,no
5532,no
34914,no
11132,no
15554,no
23095,no
24441,yes
19648,no
34589,no
14216,no
7707,no
13974,no
39304,no
18210,no
23317,no
22726,no
11801,no
9524,no
13851,no
43995,no
13448,no
18047,yes
37600,no
33126,no
58,no
21105,no
25395,no
27859,no
40094,no
23162,no
38937,no
21315,no
29960,no
29227,no
34822,no
31738,yes
3169,no
23024,no
15688,no
41196,no
7867,no
20495,no
41251,no
13086,no
5149,no
43210,no
17396,no
38898,no
45096,yes
43596,yes
13907,no
5720,no
26453,no
6960,no
38048,no
39903,no
25670,no
15394,no
17891,no
43832,no
11310,no
31880,no
33780,yes
3532,no
30975,no
31459,no
1940,no
5259,no
44406,yes
29485,no
32748,no
3616,no
5345,no
9257,no
22022,yes
19830,no
42653,no
13809,no
35550,yes
6846,no
28694,no
8515,no
29551,no
38759,yes
7958,no
11280,no
43015,yes
42000,no
38291,no
39916,no
42040,yes
10431,no
45003,yes
20615,no
44436,yes
16293,no
29943,no
26856,no
2712,no
42963,yes
26442,no
2217,no
19629,no
43410,no
33461,no
42060,yes
28807,no
39279,no
42819,no
26927,no
14321,no
4678,no
16586,no
36188,no
45048,no
38031,no
16109,no
17917,no
19178,yes
31333,yes
40577,no
41759,no
25508,no
28061,no
41445,no
13824,no
32462,yes
23905,no
35351,no
12974,no
28656,no
32105,no
32898,no
33695,no
44567,yes
25157,no
13547,no
20679,yes
28883,no
34281,no
23057,no
3336,no
34153,yes
17989,no
28276,no
36789,no
33873,yes
33213,no
17929,no
39576,no
40651,yes
32443,no
8366,no
16199,yes
11571,no
6797,no
25325,no
12464,no
7744,yes
5428,no
29887,no
18446,no
26047,no
8090,no
23251,no
17469,no
9178,no
32026,no
9645,no
12790,no
36865,yes
42711,no
22327,no
23606,no
15914,no
6991,no
40280,no
7216,no
27894,no
39208,no
10042,no
22682,no
31508,yes
7574,no
15826,no
89,no
29817,no
21189,no
41320,yes
9669,no
24244,no
6268,no
29791,no
44866,no
405,no
13812,no
11807,no
10516,no
11761,no
6863,no
13438,no
20122,yes
4564,no
23908,no
1304,no
9480,no
16369,no
11619,yes
10468,no
15255,no
19568,no
9408,no
6668,no
742,no
43126,yes
23684,no
31462,no
27108,no
31658,no
5836,no
32118,no
1006,no
38766,no
33233,no
30334,no
39603,no
31849,yes
10043,no
35364,yes
40152,yes
29603,no
40610,yes
1818,no
44064,no
25664,no
29549,no
30884,no
35094,no
20490,no
16518,no
15069,no
43400,yes
3445,no
6181,no
18065,no
10297,no
6894,no
28801,no
24052,no
38104,no
14819,no
31027,yes
21256,no
28249,no
12690,no
538,no
15928,no
8091,no
30310,no
38035,no
27035,no
30265,no
43781,yes
40371,no
12126,no
242,no
380,no
31143,no
1348,no
14524,no
32104,no
5216,no
11394,no
45032,no
32234,no
14874,no
26873,no
5429,no
32607,no
29778,no
41801,no
10471,no
4680,no
29998,no
8470,no
12608,no
11152,no
33276,no
15410,no
19800,no
34071,yes
22405,no
25040,no
8145,no
15749,no
7226,no
7492,no
8562,no
2778,no
850,no
11645,no
7814,no
44358,no
15512,yes
37204,no
6597,no
42449,yes
19971,no
9176,no
24679,no
43682,yes
37348,no
28378,no
30647,no
4937,no
20706,no
34623,no
28352,no
38321,no
13233,no
23710,no
44761,no
40351,no
33083,no
42538,yes
10818,no
33120,no
15268,no
24942,no
18772,no
31464,no
32260,no
4852,no
19552,no
43485,no
22420,yes
30871,no
21400,no
39447,no
36649,no
44731,yes
13975,no
3135,no
31885,no
35970,no
26730,no
37887,yes
7416,no
10760,no
36490,no
21954,no
21534,no
6420,no
17297,no
8780,no
2457,no
34249,yes
36909,no
26279,no
433,no
20942,no
16182,no
41254,no
29255,no
44711,no
14868,no
38942,no
2537,no
11580,no
1778,no
26349,no
31967,no
42777,no
11239,no
672,no
15953,no
37067,no
26814,no
11002,no
1848,no
10267,no
474,yes
36459,no
4154,no
14372,no
1052,no
1459,no
11781,yes
41105,no
38128,no
6928,no
9505,no
22046,no
17118,no
39090,no
9650,no
2502,no
16164,no
1826,no
41761,no
7453,no
7154,no
43507,yes
4419,no
9932,no
9880,no
4445,no
14905,yes
39748,no
7366,no
6077,no
41046,no
40551,no
27070,no
13206,no
27935,no
32215,no
23674,no
25683,no
37885,no
44820,yes
5943,no
23052,no
4353,no
31417,no
13917,no
8879,no
41800,no
21227,no
12962,no
41555,yes
18665,no
38807,no
35131,no
6800,yes
4014,no
16567,no
5326,no
41605,yes
9512,no
19171,no
8105,no
6133,no
42225,yes
27373,no
1172,yes
27376,no
40310,no
7197,no
11767,no
35677,no
15395,no
24200,no
41816,no
42588,no
11470,yes
14009,no
21621,no
2096,yes
8524,no
43774,no
32159,no
14751,no
38941,no
6522,no
1808,no
42717,no
27630,no
9849,no
5007,no
21408,yes
39511,no
21719,no
3543,no
28086,no
38889,yes
21079,no
7934,no
36035,no
5232,no
24847,no
13833,no
4563,no
24282,no
2263,no
35820,yes
12491,yes
23683,no
13622,no
28610,no
6219,no
24388,no
32351,no
31436,no
18472,no
44221,no
16698,no
28159,no
40564,yes
16413,no
29395,no
18992,no
2898,no
23728,no
41657,no
6456,no
36209,no
32931,no
24203,no
4198,no
3281,no
32318,no
38471,no
11828,no
37604,no
16449,no
44174,no
17911,no
26776,yes
18490,yes
37804,no
18540,yes
42731,no
10902,no
22575,no
4187,no
39956,no
31043,yes
28082,no
36151,no
24382,no
29082,no
7549,no
980,no
33857,no
13948,no
10689,no
28469,no
17899,yes
13892,yes
20983,no
13054,no
21522,no
6602,no
44094,yes
43177,no
24658,no
18381,no
32878,no
4898,no
15547,no
26833,no
14098,no
41040,no
35704,no
36721,no
22111,no
23309,no
18981,no
19940,no
3519,yes
35589,no
10394,no
8741,no
13786,no
7432,no
17279,yes
36274,no
38824,no
33741,no
14503,no
4293,no
6787,no
10110,no
37545,no
41324,no
8264,no
26852,no
23240,no
26322,no
22589,no
30434,no
15218,no
94,no
32388,yes
24393,no
31589,no
4961,no
24021,no
37618,no
38426,no
21480,no
10252,no
34683,no
5584,no
29690,no
32918,no
23825,no
570,no
29299,no
43130,no
246,no
3829,yes
40162,no
6065,no
3037,no
7410,no
4754,no
40822,no
43890,yes
15916,no
23194,no
18043,no
32315,no
23199,no
33833,no
34614,no
34364,no
9782,no
8901,no
27564,no
5197,no
9674,no
4501,no
42393,yes
21509,no
764,no
7058,no
28530,no
30153,no
44458,no
43981,no
28413,no
4457,no
36545,no
16042,yes
20091,no
3361,no
34964,no
16909,no
13477,no
23003,no
8605,no
28975,no
35457,no
42339,yes
36012,no
27520,no
33618,no
43002,yes
11229,no
3035,no
1976,no
43001,yes
5839,no
36070,no
24887,no
32549,no
25049,no
8487,no
26591,no
28444,no
42010,no
3510,no
27813,no
33548,no
34232,no
11085,no
36924,no
4741,no
34652,no
32619,no
21878,no
3063,no
31016,yes
12252,no
10824,yes
20614,no
5636,no
8077,no
38474,no
18555,no
16801,no
35666,no
34133,no
28745,no
35874,no
24043,no
6502,no
36984,no
13772,no
29996,no
22164,no
16647,no
40695,no
38561,yes
21577,no
21662,no
13198,no
14108,no
19103,no
10954,no
28398,no
12033,no
32818,no
27733,no
3478,no
42876,no
11797,no
10981,no
38677,no
25561,yes
1360,no
26289,yes
7468,no
24808,no
22224,no
31066,no
14427,no
43063,no
2350,no
35192,yes
23903,no
20941,no
19745,no
19134,yes
5722,no
39152,no
34821,no
30863,no
35059,no
11625,no
35218,no
26082,no
7914,yes
14836,no
42567,yes
13181,no
27726,no
29060,no
30697,no
14269,no
13930,no
6849,no
5727,no
41785,no
17922,no
28073,no
1500,no
6899,no
11418,no
25885,no
37048,no
1005,no
21608,no
31430,no
32977,no
25238,no
25203,no
13186,yes
10688,no
2233,no
25014,no
22013,no
42562,no
33242,yes
2910,no
1604,no
32816,no
8650,no
29815,no
18806,no
38179,no
38909,no
31458,no
37189,no
18636,no
28236,no
18094,no
24426,no
14672,no
6619,no
20784,no
2437,no
28,no
23526,no
2569,no
12007,no
10755,no
41208,yes
17812,no
9769,no
27206,no
3534,no
36107,no
44197,yes
24131,yes
40029,no
3115,no
14869,no
4282,no
16625,no
44083,no
39699,no
2055,no
28525,no
18941,no
35429,no
3527,no
5376,no
9987,no
30304,no
5358,no
1803,no
23011,no
14794,no
15085,no
40070,yes
9974,no
45011,yes
29333,no
6777,no
17859,no
4994,no
12354,no
4235,no
5148,no
1220,no
3449,no
41487,yes
30735,no
8943,no
2863,no
23617,no
44099,yes
20708,no
17734,no
42487,no
34990,no
12298,no
12884,no
15391,no
21779,no
28844,no
16667,no
14345,no
30889,no
16385,no
11331,no
30977,no
16917,no
6759,no
17669,no
22635,no
9049,yes
15584,no
41303,yes
6170,no
43651,yes
36315,no
28869,no
17200,no
7561,no
7877,no
22569,no
43032,yes
25397,no
1621,no
8773,no
44426,yes
44178,yes
12516,no
37579,no
1586,no
10034,no
9491,no
714,no
12939,no
30235,no
28023,no
29192,no
31199,yes
3149,no
34174,no
19804,no
2283,no
30710,no
34896,no
10292,no
36666,no
15333,no
10869,no
13875,no
38599,no
4963,no
27718,no
27529,no
10119,no
34409,no
37837,no
2178,no
43835,no
39001,no
44271,no
12506,no
20383,no
30171,no
17305,no
465,no
2284,no
13830,no
37846,no
28620,no
36425,no
13540,no
43460,yes
7032,no
39872,yes
25113,no
18760,no
18696,no
8779,no
9230,no
19683,yes
8677,no
15044,no
21387,yes
7418,no
37639,no
28999,no
34836,no
22412,no
39465,no
25784,no
4674,no
9259,no
20044,no
36915,no
45143,no
16257,no
7940,no
5434,no
33807,no
5745,no
38125,no
7028,no
3697,no
2682,no
34469,no
29834,no
22265,no
41889,no
30349,no
6018,no
4942,no
43888,yes
20442,no
37282,no
23000,no
33215,no
17572,no
22944,no
11839,no
37266,no
8817,yes
3882,no
40746,no
5067,no
6029,no
14834,no
34118,no
44706,no
26185,no
13636,no
44496,yes
836,no
5319,no
33030,no
12771,no
3161,no
41589,yes
37155,no
19521,no
35285,no
26640,no
28959,no
7430,no
23273,no
16200,no
12115,no
14482,no
28545,no
26581,no
4840,no
32392,no
39330,no
17097,no
39653,no
28707,no
6258,no
21953,no
14577,no
24145,no
40207,yes
37935,no
18702,no
30579,no
32937,no
86,yes
41880,no
32275,no
15851,no
43465,yes
25954,no
42722,yes
40956,no
8634,no
41573,yes
4254,no
4805,no
38643,no
44165,no
10716,no
8793,no
493,no
34353,no
9127,no
29821,no
42233,no
37430,no
18088,no
11182,no
34775,no
43659,no
44080,no
38986,no
32017,no
2388,yes
24335,no
35262,no
44730,no
2188,no
32830,no
6517,no
41799,no
39,no
21379,no
16857,no
29503,no
3627,no
2448,no
1483,no
316,no
41369,no
43090,no
36946,no
32727,yes
25904,no
23899,no
27669,no
30516,no
18906,no
18361,no
27317,no
35200,yes
16434,no
14275,no
36452,yes
37833,no
16952,no
694,yes
3395,no
35940,no
40640,yes
6483,no
1042,no
30604,no
11532,no
3404,no
4772,no
28172,no
7633,no
13715,no
37954,no
44803,no
42612,yes
44188,yes
29527,no
26895,no
27696,no
32331,no
40757,yes
6537,no
4370,no
1198,no
12261,no
1654,no
31659,no
31561,no
38959,no
1204,no
4435,no
44640,no
15654,no
6351,no
24655,no
24014,no
40754,no
40509,yes
32401,no
1187,no
16616,no
4259,no
11920,no
12094,no
14167,no
21611,no
3092,no
39087,no
14919,no
10643,no
30670,no
42413,yes
35380,no
34059,no
7975,no
9528,no
41553,no
25223,no
12734,no
39661,no
21276,no
35329,no
28322,no
18870,no
29046,no
39555,no
37379,no
5795,no
15632,no
32519,no
29842,no
22189,no
27129,no
25322,yes
11237,no
32413,no
32687,yes
27936,no
14726,yes
44722,no
28732,no
18956,yes
23672,no
4450,no
39294,no
9195,no
44199,no
39691,no
14296,no
28817,no
7109,no
17141,no
10828,no
17606,no
31479,no
22741,no
31670,no
4249,no
10605,no
23357,no
38729,no
24201,no
13757,no
7540,no
8100,no
12140,no
40145,no
42350,yes
20596,no
24730,no
5051,no
8638,no
40277,yes
25199,no
44401,yes
436,no
39641,no
3744,no
43362,no
39176,no
40716,no
3875,no
33811,no
34206,no
39971,no
12079,no
7501,no
27196,no
40201,no
8212,no
19213,no
38844,yes
20167,no
328,no
12642,no
13497,no
1259,no
7294,no
14715,no
907,no
26778,no
7722,no
41304,no
37797,no
37163,no
21612,no
26387,no
15335,no
2634,no
2702,no
22203,no
29138,no
20862,no
40688,no
22975,no
22377,yes
3857,no
24589,no
28149,no
25714,no
22654,no
35822,no
17395,no
13866,no
24585,no
10095,no
421,no
33190,no
44813,yes
10000,no
41127,no
24211,no
22676,no
19636,no
6215,no
18154,no
14191,no
13986,yes
25713,no
3155,no
587,no
19873,yes
44022,no
41770,yes
23048,no
10408,no
16978,no
28728,yes
2520,no
22217,no
32437,no
5166,no
44462,yes
27073,no
31062,no
44888,yes
17151,no
3354,no
2364,no
919,no
5595,no
33908,yes
17629,no
34060,no
1365,no
7921,no
25488,no
17283,no
15183,no
24215,no
28221,no
32152,yes
20227,yes
23940,no
31674,no
32291,no
12049,no
38311,yes
27031,no
10898,no
18328,no
9385,no
15276,no
37338,no
32470,no
26164,no
40662,no
32925,no
29116,no
35449,no
40515,no
25819,no
19634,no
23592,no
35217,no
5693,no
32966,no
23381,no
42029,yes
1331,no
39243,yes
1270,no
2155,no
20415,no
4837,no
31162,no
15405,no
21705,no
26913,no
29925,no
33482,no
19589,no
15539,no
22237,no
32780,no
42456,yes
21847,no
10612,no
29320,no
8800,no
25818,no
39852,yes
41264,yes
25383,no
39862,no
37339,no
17582,no
34230,no
39844,no
22421,no
10309,no
32407,no
602,no
15626,no
9158,no
44479,no
9931,no
29434,no
24084,yes
24048,no
13351,no
29331,yes
24603,no
1034,no
10639,no
3591,no
23015,no
15748,yes
14683,no
7040,no
11684,no
42359,no
12503,no
12424,no
39094,no
24876,no
29184,no
37795,no
7236,no
36468,no
13594,no
19166,no
30298,no
6158,no
28854,no
34648,no
10853,no
12230,no
29533,no
20774,no
44800,yes
18821,no
23047,yes
9668,no
27349,no
37552,no
12835,no
16906,no
254,no
27296,no
34886,no
24063,no
37768,no
30240,no
37612,no
11674,no
45101,yes
236,no
15877,no
9651,no
29859,no
35535,no
26875,no
22459,no
30740,no
43138,no
36062,no
6388,no
22901,no
28052,no
31972,no
30487,no
42215,no
30074,no
33309,no
33533,no
42842,no
24325,no
9687,no
38448,no
28792,no
35862,no
36753,no
44153,yes
3972,no
38853,no
13247,no
29228,no
25573,no
44955,no
43383,yes
3610,no
14505,no
668,no
18846,no
3083,no
8555,no
9793,no
4571,no
6207,no
3232,no
34804,no
3636,no
33781,no
44997,no
39482,no
42926,no
2771,no
20175,yes
20168,no
2813,no
1321,no
27347,no
20205,no
25730,no
26455,yes
14657,no
3464,no
24817,no
13490,no
31407,yes
33104,no
128,no
9286,no
8912,no
19272,no
37444,no
23058,no
40939,no
32082,no
5550,no
13127,no
41804,no
1085,no
14399,no
41191,no
36029,no
25639,no
31566,no
1041,no
19562,no
37448,no
5061,no
1127,no
7908,no
26402,no
34263,no
36166,no
6804,no
5045,no
14641,no
23582,no
32090,no
35253,no
18418,no
14988,no
41140,no
8267,yes
26908,no
20965,no
26760,no
6154,no
40483,no
35651,no
23933,no
24175,no
43251,yes
37436,no
43480,yes
36966,no
45111,no
25905,no
10500,no
30634,no
23406,no
6491,no
12487,no
40865,yes
65,no
28812,no
9684,no
24717,no
1183,no
32489,no
29460,no
43575,yes
10427,no
26682,yes
1775,no
7217,no
17604,no
25240,no
42231,no
31200,yes
38432,no
24686,no
11989,no
37573,no
33398,no
16818,no
41692,no
4102,no
35835,no
42349,no
28666,no
3494,no
34518,no
22954,no
43195,yes
9555,no
37792,no
7307,no
13476,no
19012,no
7312,no
29866,no
17901,no
870,no
30639,no
19813,no
19538,no
28581,no
38760,no
36379,no
11499,no
35194,no
33884,yes
12710,no
22037,yes
20405,no
37702,no
16723,no
18542,no
34471,no
41579,yes
22523,no
23324,no
14351,no
25015,no
13038,no
87,yes
12184,no
41549,yes
42065,no
39081,no
30114,no
33556,no
37333,no
41787,yes
41985,yes
24452,no
5241,no
5077,no
17434,no
36585,no
43374,no
24861,no
36569,no
29332,no
37325,no
6123,no
39936,no
942,no
27159,no
38794,no
44100,no
41732,no
11026,no
25689,no
28325,no
7965,no
8250,no
24046,no
27843,no
14123,no
35161,no
26358,no
23098,no
41236,yes
25984,yes
19087,no
555,no
11921,no
13503,no
41940,no
1156,no
32567,yes
1010,no
17264,no
6756,no
36316,no
42314,yes
21709,no
22406,no
7553,no
41028,no
41975,no
12203,no
1491,no
2821,yes
29839,no
17648,no
44984,yes
12026,no
27473,no
34897,no
639,no
16395,no
37074,no
5544,no
26192,yes
23116,no
10627,no
10193,no
8989,no
2004,no
6839,no
31650,yes
35249,no
11334,no
18207,no
7124,no
11262,no
16203,no
19070,no
39051,no
1338,no
15076,no
16822,no
3970,no
27297,no
35288,no
29971,no
9530,no
33627,no
12682,no
4641,no
9756,no
5328,no
16089,no
22284,no
40119,yes
40314,no
38191,no
5700,no
33562,no
32467,no
14091,no
6378,no
35386,no
13267,no
19396,no
38405,no
23587,no
28936,no
11293,no
13328,no
20933,no
5940,no
19312,no
18188,no
39159,no
33241,no
9369,no
43894,yes
25369,no
19983,no
19717,no
38195,no
11279,no
30676,no
34407,no
39273,no
39331,no
17664,no
41783,no
10452,no
14541,no
38747,no
14843,no
6250,no
44452,no
20390,no
17321,no
42106,no
26306,no
7120,no
18066,no
26298,no
18980,no
38585,no
31359,yes
40502,yes
33911,yes
11105,no
8816,no
12131,no
30010,no
13223,no
30071,no
27642,no
12514,no
29885,no
36948,no
29711,no
41991,yes
32266,no
28809,no
2975,no
18102,no
39060,yes
974,no
24739,no
24997,no
15330,no
6475,no
28196,no
36177,no
37336,yes
45175,yes
38137,no
14272,no
43290,yes
19803,no
9937,no
44837,no
21037,no
19147,no
1593,no
10633,no
18951,no
20222,no
13797,no
1287,no
43446,no
25652,no
37589,no
12400,no
13471,no
28944,no
39604,yes
18038,no
5102,no
33893,no
34659,no
39923,no
435,no
27978,no
1715,no
34720,no
26506,no
40721,no
44240,no
12555,no
6237,no
18120,no
42002,yes
14459,no
43240,yes
11773,no
24657,no
29830,no
32731,no
7991,no
26728,no
22023,no
34974,no
11321,no
13728,no
13847,no
27539,no
21312,no
24012,no
29667,no
4629,no
33505,yes
40442,yes
20118,no
37363,no
4363,no
10555,yes
40383,yes
18595,no
2280,no
28623,no
14922,no
31308,no
8913,no
44678,no
19069,no
11554,no
16446,yes
6175,no
6990,no
37908,no
3032,no
3582,no
23023,no
2726,no
40929,no
16722,no
9568,no
21263,no
39372,no
40144,yes
11338,no
18306,no
26048,no
8188,no
5317,no
7759,no
2327,no
9954,no
38424,no
1114,no
26722,no
10229,no
41862,yes
24944,no
36034,no
32673,no
45135,no
38194,no
11882,no
9892,no
12699,no
34106,no
21337,no
28762,no
35923,no
27389,no
15453,no
44620,no
42282,yes
19303,no
36949,no
6758,no
8179,no
36710,no
33033,no
32029,no
4971,no
25572,no
10220,no
44612,yes
7709,no
17782,no
5938,yes
137,no
37502,no
1143,no
4160,no
32798,no
21918,no
22835,no
45189,no
36679,no
28548,no
24716,no
20414,no
30089,no
26644,no
40649,no
13539,no
16835,no
2171,no
11819,yes
2722,no
21841,no
11367,no
17333,no
12428,no
13074,no
39959,yes
4381,no
36180,no
27207,no
13514,yes
14774,no
17346,no
27563,no
7063,no
35317,no
30053,yes
43826,yes
32325,no
18378,no
644,no
7667,no
27892,no
38950,no
6262,no
44416,yes
8423,no
20264,no
24718,no
14763,no
25149,no
43456,yes
35079,no
16923,no
43007,yes
25126,no
20611,no
18072,yes
3521,no
40402,yes
21061,no
41241,yes
26917,no
38689,no
43226,yes
43086,no
27136,no
38403,no
3641,no
40555,yes
12143,no
8900,no
33467,no
15054,no
31013,no
15450,no
43690,yes
10314,no
6810,no
28574,no
11217,no
15312,yes
18742,no
38519,no
41808,no
41348,no
33325,no
21118,no
14117,no
19751,no
4032,no
29233,no
2893,no
19933,no
23926,no
11423,no
7006,no
22733,no
39760,no
15549,no
681,no
19551,no
18875,no
2481,no
44234,no
19856,no
40768,no
28464,no
10579,no
39726,no
43043,no
11616,no
29466,no
21014,no
2343,no
11276,no
26954,yes
21624,no
17310,no
36063,no
35097,no
31471,no
19952,no
19570,no
21848,no
14455,no
26207,no
27259,no
14586,no
40910,no
2689,no
26855,no
42607,yes
34394,no
5392,no
21512,no
22293,no
12966,no
28387,no
16473,yes
26541,no
32695,no
32532,no
30927,no
5370,no
25517,no
28502,no
36797,no
6855,no
43285,yes
9991,no
2102,no
36978,no
25202,no
22857,no
7482,no
8374,no
14326,no
29065,no
12970,no
3794,no
42223,no
1785,no
39049,no
8587,no
39362,no
36222,no
6724,no
35264,yes
38496,no
20180,no
33996,no
18295,no
39512,yes
8754,no
17102,no
9685,no
5138,no
26300,no
41658,yes
16738,no
1256,no
35337,no
17427,no
13395,yes
23887,no
10867,no
6299,no
1227,no
21185,no
35995,no
42085,yes
19736,no
43622,no
42855,no
9637,no
42478,yes
38228,no
18245,no
4337,no
20300,no
2254,no
44904,yes
41953,yes
20940,no
23807,no
22129,no
2593,no
604,no
12242,no
15323,no
19252,no
20214,no
3604,no
30312,no
10618,no
30498,no
6423,no
11009,no
28896,no
10616,no
20333,no
5161,no
39389,no
28216,no
35462,no
22502,no
7862,no
5219,no
4061,no
36207,no
28849,no
3948,no
31466,no
34115,no
40883,no
38230,no
31843,yes
14709,no
25691,no
26391,no
22108,no
40069,no
30776,no
16310,no
34663,no
37999,no
20678,no
43289,no
16325,no
24036,no
22443,no
24662,no
23726,no
6824,no
17234,no
9775,no
27380,no
18187,no
22884,no
42904,yes
34246,yes
38908,no
39339,no
40151,no
5206,no
44048,no
36719,no
28211,no
3284,no
30316,no
15982,no
34680,no
5395,no
33572,no
43639,no
36678,yes
43434,yes
27799,no
30772,no
22319,no
43970,yes
23070,no
44639,no
27706,no
23472,no
20633,yes
28725,no
18240,no
18155,no
35856,no
22433,no
5076,no
19691,no
18383,no
33827,yes
29843,no
34601,no
10700,no
23140,no
24358,no
3894,no
20177,no
41496,no
15254,no
28207,no
22048,no
12083,no
42382,no
6337,yes
23149,yes
21300,no
21868,no
40801,no
485,no
27643,no
20547,no
9244,no
44751,yes
9990,no
36041,no
20363,no
21558,no
2084,no
27794,no
7357,no
7838,no
14921,no
43120,no
41574,yes
37419,no
4636,no
44777,no
42146,no
40433,no
2103,no
31710,no
22915,no
41523,no
43862,yes
27765,yes
14608,no
5771,no
33521,no
21278,no
41017,no
22214,no
13508,no
4495,no
15559,no
2987,no
3520,no
36461,no
19233,no
21584,no
13496,no
6883,no
6226,no
8711,no
24820,no
17750,no
11156,no
2548,no
26515,no
9774,yes
26878,no
1470,no
8089,no
35434,no
42280,yes
953,no
44787,no
22853,no
5125,no
43904,yes
38226,no
12711,no
33841,no
28294,no
7683,no
37068,no
8072,no
7919,no
23034,no
19991,no
5153,no
35920,no
35674,no
13185,no
29345,no
37324,no
3421,no
28127,no
18868,no
44765,yes
4474,no
12759,no
23404,no
45193,yes
21674,no
40100,no
32174,no
41608,yes
8375,no
14424,no
23292,no
28797,no
7305,no
36570,no
6052,no
15274,no
9031,no
4588,no
9297,no
23671,no
42873,yes
4018,no
35199,no
19554,no
8369,no
3999,yes
40925,yes
1928,no
28956,no
12440,no
14739,no
4953,no
21444,no
30853,no
7763,yes
42380,no
16079,no
20860,no
24883,no
252,no
42111,yes
21866,no
35190,no
5012,no
44663,yes
42064,yes
17136,no
33595,no
28511,no
39837,no
40265,no
26170,no
21542,no
24138,no
23183,no
11240,no
15424,no
41660,no
23454,no
2539,no
7818,no
9798,no
4325,no
40576,no
19996,no
29642,no
22165,no
7371,no
33589,no
15773,no
44648,no
43591,yes
32886,no
19917,no
10326,no
5034,yes
20962,no
5699,no
12967,no
19074,no
19781,no
24359,no
17617,no
36205,no
38859,no
21013,no
32629,no
13253,no
30473,no
24991,no
38106,no
5420,no
27838,no
2017,no
20078,no
36073,no
20549,no
42678,yes
7532,no
3629,no
1615,no
15086,no
34260,no
38782,no
3619,no
38173,no
42492,no
9721,no
38322,no
6391,yes
9204,no
41820,no
33427,no
30768,no
39035,no
37175,no
7311,no
19190,no
3030,no
16113,no
10237,no
4026,no
8370,no
1751,no
30760,no
15730,no
30064,no
15514,no
8148,no
6334,no
20689,no
43548,no
1403,no
10533,no
27318,no
23019,no
30433,no
21846,no
3,no
27341,no
25830,no
37870,yes
14423,yes
2433,no
22924,no
24844,no
12892,no
10589,no
43679,yes
16036,no
11734,no
27583,no
10218,no
34963,no
42734,no
11431,no
24617,no
32545,no
24292,no
11785,no
6137,no
41919,no
22464,no
33523,no
26615,no
27723,no
16638,no
20912,no
22928,no
22248,no
50,no
12032,no
43158,yes
33405,no
43852,yes
16214,no
1807,no
17011,no
1967,no
24133,no
31586,no
3757,no
29942,no
31296,no
39665,yes
8614,no
10283,no
18229,no
35258,no
9295,no
12240,no
10389,no
25163,no
7336,no
14394,no
35268,yes
24078,yes
5941,no
17137,no
22335,yes
28218,no
1533,no
28904,yes
15284,no
12100,no
42898,no
16415,no
8340,yes
19382,no
7419,no
43016,yes
22734,no
14573,no
4055,no
34355,no
8721,no
30661,no
39483,no
21428,no
38713,no
3662,no
35257,no
3375,no
36544,no
9146,no
8922,no
15859,no
20286,no
41373,no
40354,no
3937,no
1815,no
18979,no
14583,no
36290,no
16541,no
44440,no
26310,no
37787,no
39891,no
8924,no
28371,no
39321,no
35669,no
34209,yes
7276,no
20920,no
19260,no
31250,yes
32324,yes
23001,no
28800,no
6445,no
41113,no
4909,no
41619,no
30622,no
8434,no
5341,no
42139,no
37467,no
9169,no
28452,no
250,no
2316,no
6679,no
15205,no
18503,no
32559,no
41064,no
27329,no
18042,yes
26049,no
35371,no
34801,no
39089,no
8686,no
29879,no
5689,no
24204,no
43758,no
38579,no
21122,no
12848,no
36586,no
19774,no
41404,yes
5674,no
38333,no
45133,yes
693,no
14719,no
11477,no
30903,no
41788,yes
41705,no
37655,no
3739,no
17657,no
27584,no
43874,yes
35006,no
35460,no
10140,no
38073,no
37742,no
36204,no
30084,no
27660,no
5533,no
36883,no
28045,no
33340,yes
17958,no
36437,no
41792,no
10310,no
26867,no
19448,no
40465,no
10860,no
11485,no
4528,no
1182,no
20081,no
11140,no
30458,no
23620,no
43572,yes
1971,no
17639,no
3801,no
24770,no
20512,no
23773,no
22614,no
17786,no
36321,no
30822,no
18208,no
37361,no
27445,no
44696,no
34058,yes
44137,no
25663,no
4906,no
10038,no
28128,no
7373,no
22097,no
15390,no
25114,no
44644,no
21968,no
34074,no
31029,no
31531,no
7788,no
35576,no
32164,no
38485,no
13318,no
40870,no
32100,no
6186,no
44461,yes
2907,no
17921,no
11639,no
13162,no
42070,no
18459,no
43940,yes
14920,no
27230,no
8571,no
28447,no
23484,no
13901,no
34550,no
21205,yes
14496,no
42997,yes
24074,yes
29482,no
20165,no
5518,no
27775,no
44872,no
42089,yes
1699,no
28490,no
27104,no
11035,no
9412,no
9901,no
10429,no
8652,no
40170,yes
31190,yes
21280,no
4038,no
27308,no
39969,no
40991,no
20677,no
19533,no
44717,yes
36955,no
13997,no
3128,no
18637,no
11567,no
6931,no
19672,yes
25641,no
23511,no
530,no
30070,no
20982,no
4114,no
4651,no
10744,no
20907,no
22892,no
42915,yes
16678,no
8581,no
32457,no
17067,no
29346,no
14044,no
28434,no
40136,no
28892,no
30160,no
22350,no
169,no
40594,yes
44273,yes
14989,no
25429,no
19586,no
39548,no
44241,yes
25553,no
30931,no
38305,no
41021,yes
35654,no
3327,no
28080,no
28767,no
43627,no
26582,no
15348,no
20713,no
20616,no
15179,yes
